Transcript	GeneName
NM_001013632	TCTEX1D4
NM_000374	UROD
NM_024602	HECTD3
NM_001128425	MUTYH
NM_025077	TOE1
NM_032756	HPDL
NR_024270	LINC01144
NM_015506	MMACHC
NM_001202431	PRDX1
NR_033296	CCDC163P
NM_153326	AKR1A1
NR_026768	RPS15AP10
NM_002482	NASP
NM_001114938	CCDC17
NM_016486	TMEM69
NM_005897	IPP
NM_005727	TSPAN1
NM_006004	UQCRH
NM_001142548	RAD54L
NM_006369	LRRC41
NM_001013615	LURAP1
NM_001441	FAAH
NM_199044	NSUN4
NR_045483	FAAHP1
NR_038403	MKNK1-AS1
NM_001097611	KNCN
NM_147192	DMBX1
NM_001145474	TEX38
NR_038827	EFCAB14-AS1
NM_014774	EFCAB14
NM_022745	ATPAF1
NM_145279	MOB3C
NM_001099772	CYP4B1
NM_000778	CYP4A11
NM_178033	CYP4X1
NM_003189	TAL1
NM_001010969	CYP4A22
NM_005764	PDZK1IP1
NR_047498	LINC00853
NM_001048166	STIL
NM_012186	FOXE3
NM_004474	FOXD2
NR_026878	FOXD2-AS1
NM_001135181	SLC5A9
NM_024603	BEND5
NM_032110	DMRTA2
NM_078626	CDKN2C
NM_001136508	C1orf185
NM_014372	RNF11
NM_152265	BTF3L4
NM_138417	KTI12
NM_015913	TXNDC12
NM_001190818	ORC1
NM_032864	PRPF38A
NM_015696	GPX7
NM_023077	COA7
NM_001042693	FAM159A
NR_039970	MIR5095
NM_001198961	ECHDC2
NM_006671	SLC1A7
NM_001199081	PODN
NR_038953	LOC100507564
NM_002370	MAGOH
NM_000098	CPT2
NM_017887	C1orf123
NM_033067	DMRTB1
NR_002314	SLC25A3P1
NM_001039715	DIO1
NM_018982	YIPF1
NM_001010978	LDLRAD1
NM_052940	LRRC42
NR_039942	MIR4781
NM_004872	TMEM59
NM_201546	CDCP2
NM_016491	MRPL37
NM_176782	FAM151A
NM_001039464	MROH7
NM_001114108	TTC22
NM_004623	TTC4
NM_001110533	C1orf177
NM_152268	PARS2
NM_014762	DHCR24
NM_182532	TMEM61
NM_174936	PCSK9
NM_057176	BSND
NR_038320	LOC100507634
NR_039618	MIR4422
NM_000562	C8A
NM_002353	TACSTD2
NM_001085487	MYSM1
NM_002228	JUN
NR_034015	LINC01135
NR_027120	HSD52
NR_039861	MIR4711
NM_000775	CYP2J2
NM_152377	C1orf87
NR_073400	MGC34796
NM_032027	TM2D1
NM_019079	L1TD1
NM_014495	ANGPTL3
NM_012183	FOXD3
NM_013339	ALG6
NR_002771	DLEU2L
NM_032437	EFCAB7
NM_152489	UBE2U
NR_039957	MIR4794
NR_037443	MIR3671
NR_029516	MIR101-1
NM_017526	LEPROT
NR_036060	MIR3117
NM_005478	INSL5
NM_001077700	MIER1
NM_001276351	C1orf141
NM_001559	IL12RB2
NM_001924	GADD45A
NM_004675	DIRAS3
NR_031664	MIR1262
NM_000329	RPE65
NM_004768	SRSF11
NM_001902	CTH
NM_001036645	HHLA3
NR_038420	ZRANB2-AS1
NM_203350	ZRANB2
NR_029707	MIR186
NR_046218	NEGR1-IT1
NM_001889	CRYZ
NM_138467	TYW3
NM_001256114	LHX8
NM_001127328	ACADM
NR_002749	SNORD45A
NR_002748	SNORD45B
NM_004582	RABGGTB
NR_003042	SNORD45C
NM_080868	ASB17
NM_015017	USP33
NM_003902	FUBP1
NM_007034	DNAJB4
NM_000959	PTGFR
NM_006417	IFI44
NM_006820	IFI44L
NM_021233	DNASE2B
NR_003927	UOX
NM_005274	GNG5
NM_004388	CTBS
NM_025065	RPF1
NM_001166293	SSX2IP
NR_027379	LINC01555
NM_018298	MCOLN3
NM_032184	SYDE2
NR_039619	MIR4423
NM_003921	BCL10
NR_045484	LOC646626
NM_001554	CYR61
NM_017953	ZNHIT6
NM_001007022	ODF2L
NM_001285	CLCA1
NR_024604	CLCA3P
NM_001206651	SH3GLB1
NM_203341	SEP15
NM_006769	LMO4
NR_038324	LINC01364
NM_001514	GTF2B
NM_001008661	CCBL2
NM_019610	RBMXL1
NM_018284	GBP3
NM_207398	GBP7
NM_004120	GBP2
NM_001134486	GBP5
NR_077244	LOC729930
NR_003133	GBP1P1
NM_198460	GBP6
NR_033981	FLJ27354
NM_182976	ZNF326
NR_002830	GEMIN8P4
NM_020063	BARHL2
NM_201269	ZNF644
NM_001134419	CDC7
NM_001242806	BRDT
NM_173567	EPHX4
NM_183242	BTBD8
NM_015237	KIAA1107
NM_001012425	C1orf146
NM_053274	GLMN
NM_001127216	GFI1
NR_000006	SNORD21
NM_000969	RPL5
NM_016040	TMED5
NM_001938	DR1
NR_034089	LOC100131564
NR_034091	LOC100129046
NM_014597	DNTTIP2
NR_030621	MIR760
NM_004815	ARHGAP29
NM_001993	F3
NM_001839	CNN3
NM_144988	ALG14
NM_152487	TMEM56
NM_015485	RWDD3
NR_046105	MIR137HG
NR_039604	MIR2682
NM_001037317	LPPR5
NM_001013660	FRRS1
NM_000642	AGL
NM_001271685	SLC35A3
NM_001256387	LRRC39
NM_194292	SASS6
NM_019083	TRMT13
NM_001130841	RTCA
NR_030279	MIR553
NM_022049	GPR88
NR_038914	LINC01349
NM_001439	EXTL2
NM_133496	SLC30A7
NM_001077394	DPH5
NM_001400	S1PR1
NR_046482	RNU6-31P
NR_033424	DNAJA1P5
NM_000699	AMY2A
NM_020978	AMY2B
NR_033990	LOC100129138
NM_018137	PRMT6
NM_001143989	NBPF4
NM_013386	SLC25A24
NM_001143987	NBPF6
NM_001010883	FAM102B
NM_001102592	HENMT1
NM_018061	PRPF38B
NM_001144937	FNDC7
NM_152763	AKNAD1
NR_034168	SPATA42
NM_001048210	CLCC1
NM_005645	TAF13
NM_001122961	C1orf194
NR_003023	SCARNA2
NM_020141	TMEM167B
NM_032636	PSRC1
NM_001408	CELSR2
NM_006513	SARS
NM_002959	SORT1
NM_002790	PSMA5
NM_001134400	CYB561D1
NM_020703	AMIGO1
NM_031936	GPR61
NM_001040709	SYPL2
NM_153340	ATXN7L2
NM_000850	GSTM4
NM_005272	GNAT2
NM_001257360	AMPD2
NR_029583	MIR197
NM_000851	GSTM5
NM_000849	GSTM3
NM_139053	EPS8L3
NM_000757	CSF1
NM_006621	AHCYL1
NM_033088	STRIP1
NM_006492	ALX3
NM_203412	UBL4B
NM_001010898	SLC6A17
NR_036595	LOC440600
NM_032414	PROK1
NM_006402	LAMTOR5
NM_004696	SLC16A4
NR_102697	LAMTOR5-AS1
NR_003599	CYMP
NM_005549	KCNA10
NM_004974	KCNA2
NM_002232	KCNA3
NM_001040033	CD53
NM_018372	LRIF1
NM_001271833	DENND2D
NM_001007794	CEPT1
NM_004000	CHI3L2
NR_029429	PGCP1
NM_181643	PIFO
NR_003928	CHIAP2
NM_201653	CHIA
NM_001688	ATP5F1
NM_174896	C1orf162
NM_024102	WDR77
NM_020683	TMIGD3
NM_002557	OVGP1
NR_034126	LINC01160
NR_038951	FAM212B-AS1
NM_007204	DDX20
NM_019099	FAM212B
NM_001270945	LOC643355
NM_024494	WNT2B
NR_036210	MIR4256
NM_006135	CAPZA1
NM_001130079	MOV10
NM_005167	PPM1J
NM_001004440	FAM19A3
NM_003051	SLC16A1
NR_002796	AKR7A2P1
NR_038846	LOC643441
NM_015967	PTPN22
NM_018364	RSBN1
NM_001253852	AP4B1
NM_022836	DCLRE1B
NM_198268	HIPK1
NM_020190	OLFML3
NM_005872	BCAS2
NM_000036	AMPD1
NM_001102396	SIKE1
NM_002524	NRAS
NM_001242891	CSDE1
NM_000549	TSHB
NM_138959	VANGL1
NM_005599	NHLH2
NM_152367	MAB21L3
NR_024125	ATP1A1-AS1
NM_001779	CD58
NR_031564	MIR320B1
NM_020440	PTGFRN
NR_030640	MIR942
NM_003594	TTF2
NM_025188	TRIM45
NM_017709	FAM46C
NM_017686	GDAP2
NM_152380	TBX15
NM_000862	HSD3B1
NM_000198	HSD3B2
NM_001080470	ZNF697
NR_033781	HSD3BP4
NR_036540	LINC00622
NM_006623	PHGDH
NM_005518	HMGCS2
NM_021794	ADAM30
NM_001047980	NBPF7
NM_032044	REG4
NM_001017986	FCGR1B
NR_027337	HIST2H2BA
NR_003955	EMBP1
NR_046228	ANKRD20A12P
NR_027468	LINC01138
NM_001123068	PPIAL4G
NM_207418	FAM72D
NR_003242	PFN1P2
NM_001039888	ANKRD34A
NM_006472	TXNIP
NM_032305	POLR3GL
NM_213653	HFE2
NM_144698	ANKRD35
NM_005105	RBM8A
NM_003846	PEX11B
NM_003637	ITGA10
NM_006468	POLR3C
NM_001012758	NUDT17
NM_006099	PIAS3
NM_007053	CD160
NM_001097612	GPR89A
NR_024442	LOC728989
NM_005399	PRKAB2
NR_002305	PDIA3P1
NR_103466	NBPF13P
NM_004284	CHD1L
NM_016361	ACP6
NM_181703	GJA5
NM_005267	GJA8
NR_049810	MIR5087
NM_001144032	PPIAL4E
NM_001164262	PPIAL4F
NM_015383	NBPF14
NM_173638	NBPF15
NR_027354	LOC645166
NR_027484	FCGR1C
NM_003548	HIST2H4A
NM_001123375	HIST2H3D
NM_003516	HIST2H2AA3
NM_000566	FCGR1A
NM_021059	HIST2H3C
NM_001161334	HIST2H2BF
NM_005850	SF3B4
NM_014849	SV2A
NM_001145862	MTMR11
NM_003528	HIST2H2BE
NM_003517	HIST2H2AC
NM_016074	BOLA1
NR_036461	HIST2H2BC
NM_175065	HIST2H2AB
NM_016274	PLEKHO1
NM_030920	ANP32E
NM_144697	CIART
NM_001077628	APH1A
NM_024579	C1orf54
NM_031901	MRPS21
NM_004698	PRPF3
NM_012113	CA14
NM_021960	MCL1
NM_019032	ADAMTSL4
NM_004425	ECM1
NR_036211	MIR4257
NR_051960	FALEC
NM_018178	GOLPH3L
NM_032132	HORMAD1
NM_001668	ARNT
NM_000396	CTSK
NM_022075	CERS2
NM_003568	ANXA9
NM_001145415	SETDB1
NM_001163258	FAM63A
NM_006818	MLLT11
NM_017860	C1orf56
NM_138278	BNIPL
NM_020239	CDC42SE1
NM_001178061	SEMA6C
NM_144618	GABPB2
NM_005997	VPS72
NM_001135638	PIP5K1A
NM_212551	LYSMD1
NM_013353	TMOD4
NM_002810	PSMD4
NM_024041	SCNM1
NM_024575	TNFAIP8L2
NM_000449	RFX5
NM_001198774	PI4KB
NM_002796	PSMB4
NM_001258289	SELENBP1
NM_020770	CGN
NR_030280	MIR554
NM_001144956	RIIAD1
NM_007185	CELF3
NM_016178	OAZ3
NM_031420	MRPL9
NM_001083963	TDRKH
NM_001004432	LINGO4
NM_053055	THEM4
NM_001136003	C2CD4D
NM_182578	THEM5
NR_024237	LOC100132111
NM_005620	S100A11
NM_002966	S100A10
NM_007113	TCHH
NM_001122965	RPTN
NM_001008536	TCHHL1
NM_002016	FLG
NM_001009931	HRNR
NM_001014342	FLG2
NM_016190	CRNN
NM_032563	LCE3D
NM_178438	LCE5A
NM_178435	LCE3E
NM_019060	CRCT1
NM_178430	LCE2D
NM_178429	LCE2C
NM_178428	LCE2A
NM_178434	LCE3C
NM_178433	LCE3B
NM_178356	LCE4A
NM_178431	LCE3A
NM_014357	LCE2B
NM_001024679	C1orf68
NM_178353	LCE1E
NM_178352	LCE1D
NM_178351	LCE1C
NM_178349	LCE1B
NM_178348	LCE1A
NM_001128600	LCE6A
NM_178354	LCE1F
NM_001025231	KPRP
NM_005987	SPRR1A
NM_005547	IVL
NM_030663	SMCP
NM_173080	SPRR4
NM_001024209	SPRR2E
NM_001097589	SPRR3
NM_001014450	SPRR2F
NM_006945	SPRR2D
NM_005988	SPRR2A
NM_003125	SPRR1B
NM_001017418	SPRR2B
NM_001014291	SPRR2G
NM_001195571	PRR9
NM_001010857	LELP1
NR_003062	SPRR2C
NM_052891	PGLYRP3
NM_000427	LOR
NM_005621	S100A12
NM_002965	S100A9
NM_020393	PGLYRP4
NM_176823	S100A7A
NM_002964	S100A8
NM_002963	S100A7
NM_001045479	S100A7L2
NM_005978	S100A2
NM_001024211	S100A13
NM_020672	S100A14
NM_006271	S100A1
NM_080388	S100A16
NM_002962	S100A5
NM_002961	S100A4
NM_002960	S100A3
NM_014624	S100A6
NM_004515	ILF2
NM_012437	SNAPIN
NM_023015	INTS3
NM_000906	NPR1
NM_024330	SLC27A3
NM_002870	RAB13
NM_001255979	CREB3L4
NM_001271960	SLC39A1
NM_014856	DENND4B
NM_001030	RPS27
NM_006694	JTB
NM_181715	CRTC2
NM_001098616	C1orf43
NM_006118	HAX1
NM_001010979	C1orf189
NM_014847	UBAP2L
NR_030600	MIR190B
NM_020452	ATP8B2
NM_080429	AQP10
NM_017582	UBE2Q1
NM_001010846	SHE
NM_001098475	TDRD10
NM_000748	CHRNB2
NM_001111	ADAR
NM_006556	PMVK
NM_138300	PYGO2
NM_207197	ADAM15
NM_152494	DCST1
NM_018655	LENEP
NM_001252406	ZBTB7B
NM_001130040	SHC1
NR_036212	MIR4258
NM_001826	CKS1B
NM_025207	FLAD1
NR_040773	LOC100505666
NM_144622	DCST2
NM_018973	DPM3
NM_004428	EFNA1
NM_018845	SLC50A1
NM_001204285	MUC1
NM_007112	THBS3
NM_002455	MTX1
NM_025058	TRIM46
NM_173852	KRTCAP2
NR_030281	MIR92B
NM_020897	HCN3
NM_003993	CLK2
NM_001105203	RUSC1
NM_005698	SCAMP3
NM_002004	FDPS
NM_001005742	GBA
NM_000298	PKLR
NM_001039517	RUSC1-AS1
NM_006589	FAM189B
NR_034180	POU5F1P4
NR_027023	ASH1L-AS1
NM_004632	DAP3
NM_001162383	ARHGEF2
NR_002974	SNORA80E
NM_014949	KIAA0907
NM_181885	RXFP4
NR_003005	SCARNA4
NM_001256821	RIT1
NM_003145	SSR2
NM_001093725	MEX3A
NM_020131	UBQLN4
NM_014017	LAMTOR2
NM_020387	RAB25
NM_001272104	PAQR6
NM_001193300	SEMA4A
NM_014655	SLC25A44
NM_001199661	PMF1-BGLAP
NM_199173	BGLAP
NM_032323	TMEM79
NM_020407	RHBG
NM_005998	CCT3
NM_001004319	VHLL
NM_144627	TSACC
NM_144580	GLMP
NM_006365	C1orf61
NM_001271629	MEF2D
NR_029691	MIR9-1
NM_021817	HAPLN2
NM_021948	BCAN
NM_182679	GPATCH4
NM_144772	APOA1BP
NM_001105669	TTC24
NM_015997	RRNAD1
NM_030980	ISG20L2
NM_001878	CRABP2
NM_006617	NES
NM_004494	HDGF
NM_145729	MRPL24
NM_002529	NTRK1
NM_001161441	SH2D2A
NM_014215	INSRR
NM_001080471	PEAR1
NM_198236	ARHGEF11
NR_030527	MIR765
NM_001004341	ETV3L
NM_001145312	ETV3
NR_001560	CYCSP52
NM_001195388	FCRL5
NM_052939	FCRL3
NM_052938	FCRL1
NM_030764	FCRL2
NM_018240	KIRREL
NM_001766	CD1D
NR_033946	LOC646268
NM_001765	CD1C
NM_001764	CD1B
NM_001763	CD1A
NM_030893	CD1E
NM_001004476	OR10K2
NM_001004475	OR10T2
NM_001004473	OR10K1
NM_001004472	OR10R2
NM_001004477	OR10X1
NM_001160325	OR6P1
NM_001005189	OR6Y1
NM_001004478	OR10Z1
NM_001005327	OR6K3
NM_001005279	OR6K2
NM_001005184	OR6K6
NM_002432	MNDA
NM_001005278	OR6N2
NM_001005185	OR6N1
NM_152501	PYHIN1
NM_004833	AIM2
NM_021189	CADM3
NM_001122951	ACKR1
NR_037870	CADM3-AS1
NM_002001	FCER1A
NM_001004467	OR10J3
NM_012351	OR10J1
NM_001004469	OR10J5
NM_001639	APCS
NM_017823	DUSP23
NM_000567	CRP
NM_001277223	TAGLN2
NM_012337	CFAP45
NM_001013661	VSIG8
NM_020125	SLAMF8
NM_145167	PIGM
NM_033438	SLAMF9
NR_038849	LINC01133
NM_001206665	IGSF8
NM_144699	ATP1A4
NM_004983	KCNJ9
NM_000702	ATP1A2
NM_015726	DCAF8
NM_003768	PEA15
NR_002190	SUMO1P3
NM_020335	VANGL2
NM_015331	NCSTN
NM_005598	NHLH1
NM_001184879	CD84
NM_001184714	SLAMF6
NM_003037	SLAMF1
NM_001256030	CD48
NM_021181	SLAMF7
NM_002348	LY9
NM_017625	ITLN1
NM_080878	ITLN2
NM_030916	PVRL4
NM_001025598	ARHGAP30
NM_152366	KLHDC9
NM_016946	F11R
NM_001276373	USF1
NM_016406	UFC1
NM_005099	ADAMTS4
NM_005600	NIT1
NM_001199874	B4GALT3
NM_001166159	NDUFS2
NM_032174	TOMM40L
NM_004106	FCER1G
NM_001077482	NR1I3
NM_001643	APOA2
NM_000309	PPOX
NR_049819	MIR5187
NM_001039712	DEDD
NM_012475	USP21
NM_003001	SDHC
NM_000530	MPZ
NM_001102566	PCP4L1
NM_001013625	CFAP126
NR_024151	HSPA7
NM_000569	FCGR3A
NM_002155	HSPA6
NR_047648	FCGR2C
NM_001244753	FCGR3B
NM_004001	FCGR2B
NM_001184866	FCRLA
NM_007240	DUSP12
NR_002595	RPL31P11
NM_001002901	FCRLB
NM_015441	OLFML2B
NR_039798	MIR4654
NM_053282	SH2D1B
NM_182581	C1orf111
NM_001135240	C1orf226
NR_030283	MIR556
NM_175866	UHMK1
NM_003115	UAP1
NM_016371	HSD17B7
NM_178550	C1orf110
NM_001102445	RGS4
NM_001254749	RGS5
NR_038072	LOC100505795
NM_001005214	LRRC52
NM_004528	MGST3
NM_000696	ALDH9A1
NM_019026	TMCO1
NR_030626	MIR921
NM_017542	POGK
NM_053053	TADA1
NM_199351	ILDR2
NM_005814	GPA33
NM_001080426	DUSP27
NM_198053	CD247
NM_003851	CREG1
NM_003953	MPZL1
NM_018417	ADCY10
NM_001267611	GPR161
NR_026844	ANKRD36BP1
NM_005149	TBX19
NM_199344	SFT2D2
NR_037851	LOC100505918
NR_030284	MIR557
NM_003175	XCL2
NM_002995	XCL1
NR_024160	LINC00626
NM_021179	CCDC181
NM_006996	SLC19A2
NM_000130	F5
NM_003005	SELP
NM_000655	SELL
NM_000450	SELE
NM_181093	SCYL3
NM_018186	C1orf112
NM_033418	METTL18
NR_036065	MIR3119-2
NR_036064	MIR3119-1
NR_026957	LINC01142
NM_152281	GORAB
NM_006894	FMO3
NR_031627	MIR1295A
NR_049854	MIR1295B
NR_002601	FMO6P
NM_002021	FMO1
NR_002719	TOP1P1
NM_015172	PRRC2C
NM_000261	MYOC
NM_015935	METTL13
NR_038397	DNM3OS
NR_036066	MIR3120
NM_153747	PIGC
NM_139240	C1orf105
NM_014283	SUCO
NM_000639	FASLG
NM_003326	TNFSF4
NM_004905	PRDX6
NM_001195190	LOC730159
NM_198493	ANKRD45
NM_014458	KLHL20
NM_001171182	CENPL
NR_003941	SNORD75
NR_003939	SNORD79
NR_003944	SNORD78
NR_003943	SNORD77
NM_000488	SERPINC1
NR_003938	SNORD81
NM_001122770	ZBTB37
NR_002579	SNORD74
NR_002750	SNORD44
NR_002578	GAS5
NR_037605	GAS5-AS1
NM_005684	GPR52
NM_022100	MRPS14
NM_001162895	KIAA0040
NR_002998	SCARNA3
NR_030163	MIR488
NM_033127	SEC16B
NR_027982	RASAL2-AS1
NM_032126	TEX35
NR_033186	C1orf220
NR_039622	MIR4424
NM_004673	ANGPTL1
NM_005158	ABL2
NM_022371	TOR3A
NM_014625	NPHS2
NM_173509	FAM163A
NM_001267578	TOR1AIP1
NM_002826	QSOX1
NR_026900	FLJ23867
NR_037642	LHX4-AS1
NR_036067	MIR3121
NM_005819	STX6
NM_020950	KIAA1614
NM_016545	IER5
NR_046249	GM140
NM_001009992	ZNF648
NM_172000	TEDDM1
NR_034131	LINC00272
NM_001033056	GLUL
NM_002928	RGS16
NM_021133	RNASEL
NM_033345	RGS8
NR_036490	LOC284648
NM_030769	NPL
NM_030933	SHCBP1L
NM_005562	LAMC2
NR_040063	SMG7-AS1
NM_203454	APOBEC4
NM_001127651	NCF2
NM_001270439	ARPC5
NM_015101	COLGALT2
NM_007212	RNF2
NM_030934	TRMT1L
NR_038424	GS1-279B7.1
NM_006469	IVNS1ABP
NM_003292	TPR
NM_022375	OCLM
NM_005807	PRG4
NM_002597	PDC
NM_001039152	RGS21
NM_002922	RGS1
NM_144766	RGS13
NM_002923	RGS2
NM_001173524	TROVE2
NM_015984	UCHL5
NR_031691	MIR1278
NM_003783	B3GALT2
NR_039888	MIR4735
NM_000186	CFH
NM_021023	CFHR3
NM_005666	CFHR2
NM_030787	CFHR5
NM_018136	ASPM
NM_001994	F13B
NM_001024594	C1orf53
NM_020204	LHX9
NM_133262	ATP6V1G3
NR_029626	MIR181A1
NR_029612	MIR181B1
NM_012482	ZNF281
NR_040064	LINC00862
NM_001031725	DDX59
NM_005298	GPR25
NM_018265	C1orf106
NM_001252100	KIF21B
NM_001270601	ASCL5
NM_016456	TMEM9
NM_000299	PKP1
NM_005558	LAD1
NM_012396	PHLDA3
NM_003281	TNNI1
NM_001276345	TNNT2
NR_073080	PHLDA3
NR_026667	RPS10P7
NR_049823	MIR5191
NR_031599	MIR1231
NM_006335	TIMM17A
NM_020216	RNPEP
NM_012134	LMOD1
NM_198149	SHISA4
NM_004767	GPR37L1
NR_002930	PTPRVP
NM_001199797	PTPN7
NM_014176	UBE2T
NR_002929	LOC148709
NM_002871	RABIF
NR_046325	PCAT6
NR_038135	MGAT4EP
NM_021633	KLHL12
NM_015999	ADIPOR1
NM_016243	CYB5R1
NR_036557	LOC100506747
NM_001079809	TMEM183B
NM_001276	CHI3L1
NM_004997	MYBPH
NM_002479	MYOG
NM_001048230	ADORA1
NM_003465	CHIT1
NM_006763	BTG2
NR_034151	LINC01136
NM_002023	FMOD
NM_014359	OPTC
NM_201348	PRELP
NR_046213	LINC00260
NR_003019	SNORA77
NM_001174108	ZBED6
NM_017773	LAX1
NM_003094	SNRPE
NR_027902	LINC00303
NM_000537	REN
NM_002256	KISS1
NM_198447	GOLT1A
NM_018208	ETNK2
NR_027022	LINC00628
NM_032833	PPP1R15B
NM_002646	PIK3C2B
NM_002393	MDM4
NM_001160331	NFASC
NM_005076	CNTN2
NM_203376	TMEM81
NM_005057	RBBP5
NM_014858	TMCC2
NR_038425	LEMD1-AS1
NM_001271864	KLHDC8A
NM_030952	NUAK2
NR_029893	MIR135B
NM_212503	CDK18
NM_212502	CDK18
NM_033102	SLC45A3
NR_027086	LOC284578
NM_181644	MFSD4
NM_001135662	RAB29
NM_022731	NUCKS1
NM_173854	SLC41A1
NM_152491	PM20D1
NM_134325	SLC26A9
NR_046097	LOC284581
NM_001123168	FAM72A
NM_000707	AVPR1B
NM_001007544	C1orf186
NM_001910	CTSE
NM_014002	IKBKE
NM_006893	EIF2D
NM_003582	DYRK3
NM_032960	MAPKAPK2
NM_000572	IL10
NM_153758	IL19
NM_001185156	IL24
NM_018724	IL20
NM_018566	YOD1
NM_002644	PIGR
NM_001170631	FCAMR
NM_023938	C1orf116
NM_000715	C4BPA
NM_001017365	C4BPB
NM_006212	PFKFB2
NM_001114752	CD55
NM_001006658	CR2
NR_029832	MIR29C
NR_026817	LOC148696
NM_172359	CD46
NM_001025109	CD34
NM_001104548	MIR205HG
NM_000228	LAMB3
NM_020439	CAMK1G
NR_036213	MIR4260
NM_005525	HSD11B1
NM_015714	G0S2
NM_152485	C1orf74
NM_025228	TRAF3IP3
NM_014388	DIEXF
NM_019605	SERTAD4
NR_024337	SERTAD4-AS1
NM_001136223	RCOR3
NM_001033910	TRAF5
NM_001164688	RD3
NR_026761	LINC00467
NM_021194	SLC30A1
NM_002497	NEK2
NR_036068	MIR3122
NM_016448	DTL
NM_001198862	TMEM206
NR_004389	SNORA16B
NM_013349	NENF
NM_153606	FAM71A
NM_001206484	ATF3
NM_001042552	TATDN3
NM_015471	NSL1
NM_014053	FLVCR1
NM_001024601	SPATA45
NR_027286	FLVCR1-AS1
NM_144567	ANGEL2
NM_024749	VASH2
NR_046189	LINC00538
NM_020197	SMYD2
NR_048550	LINC00210
NM_001135599	TGFB2
NR_046268	TGFB2-AS1
NM_138794	LYPLAL1
NM_018713	SLC30A10
NR_029711	MIR194-1
NM_006085	BPNT1
NM_018060	IARS2
NR_029628	MIR215
NR_002994	SNORA36B
NR_001587	AURKAPS1
NM_017898	MARC2
NM_024709	C1orf115
NM_021958	HLX
NR_024236	C1orf140
NM_001201536	TAF1A
NM_024746	HHIPL2
NM_144695	BROX
NM_207468	FAM177B
NM_022831	AIDA
NM_003268	TLR5
NM_152610	CCDC185
NM_001748	CAPN2
NM_003676	DEGS1
NM_015176	FBXO28
NM_002533	NVL
NR_031574	MIR320B2
NM_014184	CNIH4
NR_039896	MIR4742
NM_025160	WDR26
NM_002296	LBR
NM_020997	LEFTY1
NM_001136018	EPHX1
NM_014698	TMEM63A
NM_152608	SDE2
NM_013328	PYCR2
NM_003240	LEFTY2
NM_031944	MIXL1
NM_001618	PARP1
NM_000447	PSEN2
NM_023007	JMJD4
NR_036753	ZNF847P
NM_183062	PRSS38
NM_003395	WNT9A
NR_049806	MIR5008
NM_001024226	ARF1
NM_181462	MRPL55
NR_037415	MIR3620
NM_024319	C1orf35
NM_001242840	GUK1
NM_001010867	IBA57
NR_073155	C1orf145
NM_020435	GJC2
NM_033445	HIST3H2A
NR_039812	MIR4666A
NM_003493	HIST3H3
NM_175055	HIST3H2BB
NM_001010858	RNF187
NM_001024940	TRIM17
NR_002834	DUSP5P1
NM_021205	RHOU
NR_039659	MIR4454
NM_006542	SPHAR
NM_004578	RAB4A
NM_145257	CCSAP
NM_001100	ACTA1
NM_012089	ABCB10
NM_014409	TAF5L
NM_006615	CAPN9
NM_000029	AGT
NM_032800	C1orf198
NM_198552	FAM89A
NM_022786	ARV1
NM_001256615	LOC149373
NM_014236	GNPAT
NM_152379	C1orf131
NM_022051	EGLN1
NM_032018	SPRTN
NM_005999	TSNAX
NR_033826	SNRPD2P2
NR_002227	DISC2
NM_020808	SIPA1L2
NM_019090	MAP10
NM_032324	NTPCR
NM_032435	KIAA1804
NM_002245	KCNK1
NR_039625	MIR4427
NR_039818	MIR4671
NM_001012985	COA6
NM_005646	TARBP1
NR_038426	LINC01354
NM_182972	IRF2BP2
NR_033927	LINC00184
NR_038856	LINC01132
NM_015014	RBM34
NR_002956	SNORA14B
NR_039908	MIR4753
NM_001037277	GGPS1
NR_031718	MIR1537
NM_019891	ERO1LB
NR_034040	LGALS8-AS1
NM_001103	ACTN2
NM_001276687	MT1HL1
NM_021186	ZP4
NR_015407	LINC01139
NR_036695	RPS7P5
NM_022469	GREM2
NR_036069	MIR3123
NM_000143	FH
NM_001821	CHML
NM_014322	OPN3
NM_130398	EXO1
NM_001004343	MAP1LC3C
NR_029401	LINC01347
NR_039824	MIR4677
NM_001278196	ZBTB18
NM_001012970	C1orf100
NM_031844	HNRNPU
NR_026778	HNRNPU-AS1
NM_198076	COX20
NM_022366	TFB2M
NR_040002	LOC255654
NM_016002	SCCPDH
NR_015422	LINC01341
NM_020394	ZNF695
NM_207401	C1orf229
NM_024804	ZNF669
NR_037480	MIR3916
NM_001004698	OR2W5
NM_001004492	OR2B11
NM_198074	OR2C3
NM_001005487	OR13G1
NM_001001915	OR2G2
NM_001001914	OR2G3
NM_012353	OR1C1
NM_001005286	OR6F1
NM_001001966	OR14A16
NM_001005522	OR2T8
NM_015431	TRIM58
NM_001001963	OR2L8
NM_001001959	OR11L1
NM_001001957	OR2W3
NR_002145	OR2L1P
NM_001258284	OR2L5
NM_001004687	OR2L3
NM_001004686	OR2L2
NM_001004491	OR2AK2
NR_002141	OR2M1P
NM_001004688	OR2M2
NM_001004690	OR2M5
NM_001004689	OR2M3
NM_017504	OR2M4
NM_001004695	OR2T33
NM_001004692	OR2T12
NM_001004691	OR2M7
NM_030904	OR2T1
NM_001005495	OR2T3
NM_001005471	OR2T6
NM_001004696	OR2T4
NM_001004136	OR2T2
NM_001004694	OR2T29
NM_001013355	OR2G6
NM_001004697	OR2T5
